0;0,7;-2,999999;1;0;0;0
0;0,7;-2,99979;1;0;0;0
0;0,7;-2,937165;1;0;0;0
0;0,7;-2,837836;1;0;0;0
0;0,7;-2,751136;1;0;0;0
0;0,7;-2,697749;1;0;0;0
0;0,7;-2,641721;1;0;0;0
0;0,7;-2,606174;1;0;0;0
0;0,7;-2,581848;1;0;0;0
0;0,7;-2,56055;1;0;0;0
0;0,7;-2,51735;1;0;0;0
0;0,7;-2,484384;1;0;0;0
0;0,7;-2,459724;1;0;0;0
0;0,7;-2,438734;1;0;0;0
0;0,7;-2,418423;1;0;0;0
0;0,7;-2,398848;1;0;0;0
0;0,7;-2,353051;1;0;0;0
0;0,7;-2,319643;1;0;0;0
0;0,7;-2,29255;1;0;0;0
0;0,7;-2,264927;1;0;0;0
0;0,7;-2,241709;1;0;0;0
0;0,7;-2,219379;1;0;0;0
0;0,7;-2,160844;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
0;0,7;-2,15;1;0;0;0
4,3076E-10;0,7;-2,15;0,999998;0;0,001999866;0
2,389831E-09;0,7;-2,15;0,9999787;0;0,006543295;0
