15;0;12;1;0;0;0
15,03209;1,601761;11,79758;0,7654755;-0,04460979;0,6407214;0,0391584
15,03202;1,601688;11,7976;0,7655722;-0,04467113;0,6406157;0,03892625
15,0319;1,601552;11,79755;0,7659035;-0,04443676;0,6402676;0,0384032
15,0318;1,60138;11,79753;0,7663465;-0,0443105;0,6397856;0,03773774
15,03182;1,601285;11,79757;0,7668451;-0,04435051;0,6392286;0,03699284
15,0319;1,601244;11,79759;0,7676021;-0,04466709;0,638332;0,0363902
15,03202;1,601274;11,79762;0,7682311;-0,0450995;0,6375641;0,03604331
15,03214;1,601321;11,79764;0,7689685;-0,04601413;0,636628;0,03570553
15,03225;1,60136;11,79765;0,7697091;-0,04703999;0,635693;0,03506561
15,03237;1,601387;11,79765;0,7705929;-0,04829017;0,6345806;0,03408956
15,03257;1,601471;11,79769;0,7712978;-0,04966387;0,6336844;0,03282092
15,03276;1,601512;11,7977;0,7718671;-0,05103874;0,6329527;0,03141994
15,03288;1,601455;11,79762;0,7724465;-0,05175056;0,6322508;0,03012357
15,03292;1,601267;11,79737;0,7730355;-0,0519252;0,631553;0,02933889
15,03299;1,601154;11,79714;0,7735159;-0,05205135;0,6309741;0,02890757
15,0331;1,601089;11,79696;0,7738449;-0,05214557;0,6305853;0,02841142
15,03319;1,601034;11,79677;0,7740942;-0,05198044;0,6303279;0,02762425
15,03327;1,600944;11,79658;0,7741828;-0,0517687;0,6302657;0,02694966
15,0333;1,600822;11,7964;0,7741149;-0,05142267;0,6303996;0,02642479
15,03332;1,600677;11,79618;0,7739877;-0,05118847;0,6305797;0,0263105
15,03333;1,600586;11,79598;0,7737707;-0,05087141;0,6308733;0,02626711
15,03341;1,60057;11,79589;0,7734745;-0,05072456;0,6312478;0,02627591
15,03349;1,600552;11,7958;0,7731104;-0,05053112;0,6317002;0,02649259
15,03354;1,600523;11,7957;0,772719;-0,05021256;0,6321962;0,02668425
15,03353;1,600416;11,79556;0,7722363;-0,04962334;0,6328183;0,02701445
15,0335;1,600296;11,79538;0,7719283;-0,049222;0,6332111;0,02734515
15,03349;1,600221;11,79526;0,7716407;-0,04890588;0,6335737;0,02762868
15,03356;1,600203;11,79528;0,7713445;-0,04885274;0,6339116;0,02823345
15,03358;1,600243;11,79534;0,7710255;-0,04876521;0,6343124;0,02809582
15,0336;1,600205;11,79538;0,7706301;-0,04850968;0,6348262;0,02777814
15,03359;1,600052;11,79529;0,7702742;-0,0479805;0,6353082;0,02755045
15,0336;1,599924;11,7952;0,7698489;-0,04755437;0,6358657;0,02731784
15,03366;1,599855;11,7951;0,7693663;-0,04707789;0,6364787;0,02745846
15,03378;1,599841;11,79506;0,76857;-0,04670022;0,6374536;0,02778907
15,03392;1,599845;11,79494;0,7675356;-0,04601183;0,6387275;0,02827285
15,03405;1,599848;11,79474;0,7663859;-0,04562736;0,6401153;0,02869409
15,03417;1,599931;11,7941;0,7649403;-0,04516988;0,6418441;0,02936639
15,03428;1,599885;11,79376;0,7632365;-0,04505878;0,6438525;0,02989709
15,03448;1,599952;11,79344;0,7615082;-0,04504156;0,6458883;0,0300839
15,03471;1,600004;11,79306;0,7594611;-0,04529269;0,6482687;0,03025286
15,03491;1,599826;11,7927;0,7570041;-0,04555672;0,6511203;0,030198
15,03505;1,599584;11,79229;0,7545937;-0,0455126;0,6539289;0,02990245
15,03514;1,599462;11,79187;0,7521102;-0,04501896;0,6568201;0,02985022
15,03528;1,599457;11,79138;0,7495837;-0,04489719;0,6597002;0,03006878
15,03553;1,599474;11,79091;0,7469061;-0,04469425;0,6627259;0,03046795
15,03572;1,599417;11,79045;0,7441356;-0,04429073;0,665845;0,03083829
15,03588;1,599249;11,78997;0,7414551;-0,04350372;0,6688766;0,03091568
15,03594;1,599059;11,78941;0,7388222;-0,04257322;0,6718455;0,03086848
15,03597;1,598903;11,7888;0,736228;-0,04173544;0,6747487;0,03067155
15,03603;1,598831;11,78813;0,7334091;-0,04089765;0,6778717;0,03046941
15,03612;1,598849;11,78728;0,7301829;-0,04033972;0,6813854;0,03032461
15,03622;1,598695;11,78639;0,7265869;-0,03969309;0,6852672;0,03008053
15,03626;1,598401;11,78551;0,7226865;-0,0386557;0,6894702;0,02934169
15,03621;1,59802;11,78459;0,7186723;-0,03750277;0,6937582;0,02833992
15,03612;1,597631;11,78357;0,7146083;-0,03624968;0,6980594;0,02709338
15,03606;1,597327;11,78258;0,7104725;-0,03507986;0,7023723;0,02591292
